Pick Out,Family,Name (Stat Block),Name (As in Rule Book),AC:,Special,HD:,HD Sort #:,# Atk: ,Damage: ,Mvmt: ,# App: ,Save As: ,Morale: ,Treasure:,XP: ,Source,Quick Stats (Parenthesis),Quick Stats (Colon:),Parenthesis Text only,Colon Text only,Check vs. Rulebook
9,GIANT,Fire Giant armored,"Giant, Fire",17,Throwing large stones to 200' for 3d6 damage; immune to all fire attacks,11+2* (+9),11,1 giant weapon or 1 thrown rock,5d6 or 3d6,20' (10'),1d2 Wild/Lair 1d3,F11,9,See Fire Giant,"1,670",Rulebook,"Fire Giant armored (AC 17, HD 11+2* (+9), #At 1 giant weapon or 1 thrown rock, Dam 5d6 or 3d6, Mv 20' (10'), Sv F11, Ml 9)","Fire Giant armored: AC 17, HD 11+2* (+9), #At 1 giant weapon or 1 thrown rock, Dam 5d6 or 3d6, Mv 20' (10'), Sv F11, Ml 9","Fire Giant armored (AC 17, HD 11+2* (+9), #At 1 giant weapon or 1 thrown rock, Dam 5d6 or 3d6, Mv 20' (10'), Sv F11, Ml 9)","Fire Giant armored: AC 17, HD 11+2* (+9), #At 1 giant weapon or 1 thrown rock, Dam 5d6 or 3d6, Mv 20' (10'), Sv F11, Ml 9","Giant, Fire: AC 17, HD 11+2* (+9), #At 1 giant weapon or 1 thrown rock, Dam 5d6 or 3d6, Mv 20' (10'), Sv F11, Ml 9, XP 1,670, #Ap 1d2 Wild/Lair 1d3"
9,GIANT,Fire Giant unarmored,"Giant, Fire",13,Throwing large stones to 200' for 3d6 damage; immune to all fire attacks,11+2* (+9),11,1 giant weapon or 1 thrown rock,5d6 or 3d6,40' (10'),1d2 Wild/Lair 1d3,F11,9,See Fire Giant,"1,670",Rulebook,"Fire Giant unarmored (AC 13, HD 11+2* (+9), #At 1 giant weapon or 1 thrown rock, Dam 5d6 or 3d6, Mv 40' (10'), Sv F11, Ml 9)","Fire Giant unarmored: AC 13, HD 11+2* (+9), #At 1 giant weapon or 1 thrown rock, Dam 5d6 or 3d6, Mv 40' (10'), Sv F11, Ml 9","Fire Giant unarmored (AC 13, HD 11+2* (+9), #At 1 giant weapon or 1 thrown rock, Dam 5d6 or 3d6, Mv 40' (10'), Sv F11, Ml 9)","Fire Giant unarmored: AC 13, HD 11+2* (+9), #At 1 giant weapon or 1 thrown rock, Dam 5d6 or 3d6, Mv 40' (10'), Sv F11, Ml 9","Giant, Fire: AC 13, HD 11+2* (+9), #At 1 giant weapon or 1 thrown rock, Dam 5d6 or 3d6, Mv 40' (10'), Sv F11, Ml 9, XP 1,670, #Ap 1d2 Wild/Lair 1d3"
9,GIANT,Frost Giant,"Giant, Frost",17 (13),Throwing large stones to 200' for 3d6 damage; immune to all ice or cold attacks,10+1* (+9),10,1 giant weapon or 1 thrown rock,4d6 or 3d6,20' Unarmored 40' (10'),1d2 Wild/Lair 1d4,F10,9,E plus 1d10x1000 gp,"1,390",Rulebook,"Frost Giant (AC 17 (13), HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 20' Unarmored 40' (10'), Sv F10, Ml 9)","Frost Giant: AC 17 (13), HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 20' Unarmored 40' (10'), Sv F10, Ml 9","Frost Giant (AC 17 (13), HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 20' Unarmored 40' (10'), Sv F10, Ml 9)","Frost Giant: AC 17 (13), HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 20' Unarmored 40' (10'), Sv F10, Ml 9","Giant, Frost: AC 17 (13), HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 20' Unarmored 40' (10'), Sv F10, Ml 9, XP 1,390, #Ap 1d2 Wild/Lair 1d4"
9,GIANT,Frost Giant armored,"Giant, Frost",17,Throwing large stones to 200' for 3d6 damage; immune to all ice or cold attacks,10+1* (+9),10,1 giant weapon or 1 thrown rock,4d6 or 3d6,20' (10'),1d2 Wild/Lair 1d4,F10,9,E plus 1d10x1000 gp,"1,390",Rulebook,"Frost Giant armored (AC 17, HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 20' (10'), Sv F10, Ml 9)","Frost Giant armored: AC 17, HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 20' (10'), Sv F10, Ml 9","Frost Giant armored (AC 17, HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 20' (10'), Sv F10, Ml 9)","Frost Giant armored: AC 17, HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 20' (10'), Sv F10, Ml 9","Giant, Frost: AC 17, HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 20' (10'), Sv F10, Ml 9, XP 1,390, #Ap 1d2 Wild/Lair 1d4"
9,GIANT,Frost Giant unarmored,"Giant, Frost",13,Throwing large stones to 200' for 3d6 damage; immune to all ice or cold attacks,10+1* (+9),10,1 giant weapon or 1 thrown rock,4d6 or 3d6,40' (10'),1d2 Wild/Lair 1d4,F10,9,E plus 1d10x1000 gp,"1,390",Rulebook,"Frost Giant unarmored (AC 13, HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 40' (10'), Sv F10, Ml 9)","Frost Giant unarmored: AC 13, HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 40' (10'), Sv F10, Ml 9","Frost Giant unarmored (AC 13, HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 40' (10'), Sv F10, Ml 9)","Frost Giant unarmored: AC 13, HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 40' (10'), Sv F10, Ml 9","Giant, Frost: AC 13, HD 10+1* (+9), #At 1 giant weapon or 1 thrown rock, Dam 4d6 or 3d6, Mv 40' (10'), Sv F10, Ml 9, XP 1,390, #Ap 1d2 Wild/Lair 1d4"
9,GIANT,Hill Giant,"Giant, Hill",15 (13),(none),8,8,1,2d8,30' Unarmored 40',1d4 Wild/Lair 2d4,F8,8,E plus 1d8x1000 gp,875,Rulebook,"Hill Giant (AC 15 (13), HD 8, #At 1, Dam 2d8, Mv 30' Unarmored 40', Sv F8, Ml 8)","Hill Giant: AC 15 (13), HD 8, #At 1, Dam 2d8, Mv 30' Unarmored 40', Sv F8, Ml 8","Hill Giant (AC 15 (13), HD 8, #At 1, Dam 2d8, Mv 30' Unarmored 40', Sv F8, Ml 8)","Hill Giant: AC 15 (13), HD 8, #At 1, Dam 2d8, Mv 30' Unarmored 40', Sv F8, Ml 8","Giant, Hill: AC 15 (13), HD 8, #At 1, Dam 2d8, Mv 30' Unarmored 40', Sv F8, Ml 8, XP 875, #Ap 1d4 Wild/Lair 2d4"
9,GIANT,Hill Giant armored,"Giant, Hill",15,(none),8,8,1,2d8,30',1d4 Wild/Lair 2d4,F8,8,E plus 1d8x1000 gp,875,Rulebook,"Hill Giant armored (AC 15, HD 8, #At 1, Dam 2d8, Mv 30', Sv F8, Ml 8)","Hill Giant armored: AC 15, HD 8, #At 1, Dam 2d8, Mv 30', Sv F8, Ml 8","Hill Giant armored (AC 15, HD 8, #At 1, Dam 2d8, Mv 30', Sv F8, Ml 8)","Hill Giant armored: AC 15, HD 8, #At 1, Dam 2d8, Mv 30', Sv F8, Ml 8","Giant, Hill: AC 15, HD 8, #At 1, Dam 2d8, Mv 30', Sv F8, Ml 8, XP 875, #Ap 1d4 Wild/Lair 2d4"
9,GIANT,Hill Giant unarmored,"Giant, Hill",13,(none),8,8,1,2d8,40',1d4 Wild/Lair 2d4,F8,8,E plus 1d8x1000 gp,875,Rulebook,"Hill Giant unarmored (AC 13, HD 8, #At 1, Dam 2d8, Mv 40', Sv F8, Ml 8)","Hill Giant unarmored: AC 13, HD 8, #At 1, Dam 2d8, Mv 40', Sv F8, Ml 8","Hill Giant unarmored (AC 13, HD 8, #At 1, Dam 2d8, Mv 40', Sv F8, Ml 8)","Hill Giant unarmored: AC 13, HD 8, #At 1, Dam 2d8, Mv 40', Sv F8, Ml 8","Giant, Hill: AC 13, HD 8, #At 1, Dam 2d8, Mv 40', Sv F8, Ml 8, XP 875, #Ap 1d4 Wild/Lair 2d4"
9,GIANT,Stone Giant,"Giant, Stone",17 (15),Throwing large stones to 300' for 3d6 damage,9 (+8),9,1 stone club or 1 thrown rock,3d6 or 3d6,30' Unarmored 40',1d2 Wild/Lair 1d6,F9,9,E plus 1d8x1000 gp,"1,075",Rulebook,"Stone Giant (AC 17 (15), HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 30' Unarmored 40', Sv F9, Ml 9)","Stone Giant: AC 17 (15), HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 30' Unarmored 40', Sv F9, Ml 9","Stone Giant (AC 17 (15), HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 30' Unarmored 40', Sv F9, Ml 9)","Stone Giant: AC 17 (15), HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 30' Unarmored 40', Sv F9, Ml 9","Giant, Stone: AC 17 (15), HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 30' Unarmored 40', Sv F9, Ml 9, XP 1,075, #Ap 1d2 Wild/Lair 1d6"
9,GIANT,Stone Giant armored,"Giant, Stone",17,Throwing large stones to 300' for 3d6 damage,9 (+8),9,1 stone club or 1 thrown rock,3d6 or 3d6,30',1d2 Wild/Lair 1d6,F9,9,E plus 1d8x1000 gp,"1,075",Rulebook,"Stone Giant armored (AC 17, HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 30', Sv F9, Ml 9)","Stone Giant armored: AC 17, HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 30', Sv F9, Ml 9","Stone Giant armored (AC 17, HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 30', Sv F9, Ml 9)","Stone Giant armored: AC 17, HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 30', Sv F9, Ml 9","Giant, Stone: AC 17, HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 30', Sv F9, Ml 9, XP 1,075, #Ap 1d2 Wild/Lair 1d6"
9,GIANT,Stone Giant unarmored,"Giant, Stone",15,Throwing large stones to 300' for 3d6 damage,9 (+8),9,1 stone club or 1 thrown rock,3d6 or 3d6,40',1d2 Wild/Lair 1d6,F9,9,E plus 1d8x1000 gp,"1,075",Rulebook,"Stone Giant unarmored (AC 15, HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 40', Sv F9, Ml 9)","Stone Giant unarmored: AC 15, HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 40', Sv F9, Ml 9","Stone Giant unarmored (AC 15, HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 40', Sv F9, Ml 9)","Stone Giant unarmored: AC 15, HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 40', Sv F9, Ml 9","Giant, Stone: AC 15, HD 9 (+8), #At 1 stone club or 1 thrown rock, Dam 3d6 or 3d6, Mv 40', Sv F9, Ml 9, XP 1,075, #Ap 1d2 Wild/Lair 1d6"
9,GIANT,Storm Giant,"Giant, Storm",19 (13),Cast lightning bolt every 5th round,15** (+11),15,1 giant weapon or 1 lightning bolt,8d6 or 15d6,30' Unarmored 50' (10'),1 Wild/Lair 1d3,F15,10,E plus 1d20x1000 gp,"3,100",Rulebook,"Storm Giant (AC 19 (13), HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30' Unarmored 50' (10'), Sv F15, Ml 10)","Storm Giant: AC 19 (13), HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30' Unarmored 50' (10'), Sv F15, Ml 10","Storm Giant (AC 19 (13), HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30' Unarmored 50' (10'), Sv F15, Ml 10)","Storm Giant: AC 19 (13), HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30' Unarmored 50' (10'), Sv F15, Ml 10","Giant, Storm: AC 19 (13), HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30' Unarmored 50' (10'), Sv F15, Ml 10, XP 3,100, #Ap 1 Wild/Lair 1d3"
9,GIANT,Storm Giant armored,"Giant, Storm",19,Cast lightning bolt every 5th round,15** (+11),15,1 giant weapon or 1 lightning bolt,8d6 or 15d6,30',1 Wild/Lair 1d3,F15,10,E plus 1d20x1000 gp,"3,100",Rulebook,"Storm Giant armored (AC 19, HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30', Sv F15, Ml 10)","Storm Giant armored: AC 19, HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30', Sv F15, Ml 10","Storm Giant armored (AC 19, HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30', Sv F15, Ml 10)","Storm Giant armored: AC 19, HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30', Sv F15, Ml 10","Giant, Storm: AC 19, HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30', Sv F15, Ml 10, XP 3,100, #Ap 1 Wild/Lair 1d3"
9,GIANT,Storm Giant unarmored,"Giant, Storm",13,Cast lightning bolt every 5th round,15** (+11),15,1 giant weapon or 1 lightning bolt,8d6 or 15d6,50' (10'),1 Wild/Lair 1d3,F15,10,E plus 1d20x1000 gp,"3,100",Rulebook,"Storm Giant unarmored (AC 13, HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 50' (10'), Sv F15, Ml 10)","Storm Giant unarmored: AC 13, HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 50' (10'), Sv F15, Ml 10","Storm Giant unarmored (AC 13, HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 50' (10'), Sv F15, Ml 10)","Storm Giant unarmored: AC 13, HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 50' (10'), Sv F15, Ml 10","Giant, Storm: AC 13, HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 50' (10'), Sv F15, Ml 10, XP 3,100, #Ap 1 Wild/Lair 1d3"
9,GIANT,Storm Giant with Magic-User Ability,"Giant, Storm",19 (13),Cast lightning bolt every 5th round; 2d6 levels as Magic-User,15** (+11),15,1 giant weapon or 1 lightning bolt,8d6 or 15d6,30' Unarmored 50' (10'),10% of Storm Giants,F15,10,E plus 1d20x1000 gp,"3,325",Rulebook,"Storm Giant with Magic-User Ability (AC 19 (13), HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30' Unarmored 50' (10'), Sv F15, Ml 10)","Storm Giant with Magic-User Ability: AC 19 (13), HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30' Unarmored 50' (10'), Sv F15, Ml 10","Storm Giant with Magic-User Ability (AC 19 (13), HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30' Unarmored 50' (10'), Sv F15, Ml 10)","Storm Giant with Magic-User Ability: AC 19 (13), HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30' Unarmored 50' (10'), Sv F15, Ml 10","Giant, Storm: AC 19 (13), HD 15** (+11), #At 1 giant weapon or 1 lightning bolt, Dam 8d6 or 15d6, Mv 30' Unarmored 50' (10'), Sv F15, Ml 10, XP 3,325, #Ap 10% of Storm Giants"
9,HUMANOID,Gnoll,Gnoll,15 (13),,2,2,1 weapon,2d4 or by weapon +1,30' Unarmored 40',1d6 Wild/Lair 3d6,F2,8,"Q, S each; D, K in lair",75,Rulebook,"Gnoll (AC 15 (13), HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30' Unarmored 40', Sv F2, Ml 8)","Gnoll: AC 15 (13), HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30' Unarmored 40', Sv F2, Ml 8","Gnoll (AC 15 (13), HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30' Unarmored 40', Sv F2, Ml 8)","Gnoll: AC 15 (13), HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30' Unarmored 40', Sv F2, Ml 8","Gnoll: AC 15 (13), HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30' Unarmored 40', Sv F2, Ml 8, XP 75, #Ap 1d6 Wild/Lair 3d6"
9,HUMANOID,Gnoll armored,Gnoll,15,,2,2,1 weapon,2d4 or by weapon +1,30',1d6 Wild/Lair 3d6,F2,8,See Gnoll,75,Rulebook,"Gnoll armored (AC 15, HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30', Sv F2, Ml 8)","Gnoll armored: AC 15, HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30', Sv F2, Ml 8","Gnoll armored (AC 15, HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30', Sv F2, Ml 8)","Gnoll armored: AC 15, HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30', Sv F2, Ml 8","Gnoll: AC 15, HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30', Sv F2, Ml 8, XP 75, #Ap 1d6 Wild/Lair 3d6"
9,HUMANOID,Gnoll unarmored,Gnoll,13,,2,2,1 weapon,2d4 or by weapon +1,40',1d6 Wild/Lair 3d6,F2,8,See Gnoll,75,Rulebook,"Gnoll unarmored (AC 13, HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 40', Sv F2, Ml 8)","Gnoll unarmored: AC 13, HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 40', Sv F2, Ml 8","Gnoll unarmored (AC 13, HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 40', Sv F2, Ml 8)","Gnoll unarmored: AC 13, HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 40', Sv F2, Ml 8","Gnoll: AC 13, HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 40', Sv F2, Ml 8, XP 75, #Ap 1d6 Wild/Lair 3d6"
9,HUMANOID,Gnoll Warlock or Witch,Gnoll,15 (13),2 HD Gnoll + 1d4 levels of Magic-User ability,2,2,1 weapon,2d4 or by weapon +1,30' Unarmored 40',1 in 6 chance per lair,F2,8,"Q, S each; D, K in lair","75 + 12, 25, 30, 40",Rulebook,"Gnoll Warlock or Witch (AC 15 (13), HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30' Unarmored 40', Sv F2, Ml 8)","Gnoll Warlock or Witch: AC 15 (13), HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30' Unarmored 40', Sv F2, Ml 8","Gnoll Warlock or Witch (AC 15 (13), HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30' Unarmored 40', Sv F2, Ml 8)","Gnoll Warlock or Witch: AC 15 (13), HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30' Unarmored 40', Sv F2, Ml 8","Gnoll: AC 15 (13), HD 2, #At 1 weapon, Dam 2d4 or by weapon +1, Mv 30' Unarmored 40', Sv F2, Ml 8, XP 75 + 12, 25, 30, 40, #Ap 1 in 6 chance per lair"
9,HUMANOID,Gnoll Shaman,Gnoll,15 (13),4 HD Warrior + 1d4+1 levels of Cleric ability.,4,4,1 weapon,2d4+1 or by weapon +2,30',1-2 in 6 chance per lair,F4,9,"Q, S each; D, K in lair","240 + 25, 30, 40, 45",Rulebook,"Gnoll Shaman (AC 15 (13), HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 30', Sv F4, Ml 9)","Gnoll Shaman: AC 15 (13), HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 30', Sv F4, Ml 9","Gnoll Shaman (AC 15 (13), HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 30', Sv F4, Ml 9)","Gnoll Shaman: AC 15 (13), HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 30', Sv F4, Ml 9","Gnoll: AC 15 (13), HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 30', Sv F4, Ml 9, XP 240 + 25, 30, 40, 45, #Ap 1-2 in 6 chance per lair"
9,HUMANOID,Gnoll Warrior armored,Gnoll,15,,4,4,1 weapon,2d4+1 or by weapon +2,30',1 in 6,F4,9,See Gnoll,240,Rulebook,"Gnoll Warrior armored (AC 15, HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 30', Sv F4, Ml 9)","Gnoll Warrior armored: AC 15, HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 30', Sv F4, Ml 9","Gnoll Warrior armored (AC 15, HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 30', Sv F4, Ml 9)","Gnoll Warrior armored: AC 15, HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 30', Sv F4, Ml 9","Gnoll: AC 15, HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 30', Sv F4, Ml 9, XP 240, #Ap 1 in 6"
9,HUMANOID,Gnoll Warrior unarmored,Gnoll,13,,4,4,1 weapon,2d4+1 or by weapon +2,40',1 in 6,F4,9,See Gnoll,240,Rulebook,"Gnoll Warrior unarmored (AC 13, HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 40', Sv F4, Ml 9)","Gnoll Warrior unarmored: AC 13, HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 40', Sv F4, Ml 9","Gnoll Warrior unarmored (AC 13, HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 40', Sv F4, Ml 9)","Gnoll Warrior unarmored: AC 13, HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 40', Sv F4, Ml 9","Gnoll: AC 13, HD 4, #At 1 weapon, Dam 2d4+1 or by weapon +2, Mv 40', Sv F4, Ml 9, XP 240, #Ap 1 in 6"
9,HUMANOID,Gnoll Pack Leader armored,Gnoll,15,Lesser types in pack never check morale when leader is alive.,6,6,1 weapon,2d4+2 or by weapon +3,30',1 per lair of 12+,F6,12,See Gnoll,500,Rulebook,"Gnoll Pack Leader armored (AC 15, HD 6, #At 1 weapon, Dam 2d4+2 or by weapon +3, Mv 30', Sv F6, Ml 12)","Gnoll Pack Leader armored: AC 15, HD 6, #At 1 weapon, Dam 2d4+2 or by weapon +3, Mv 30', Sv F6, Ml 12","Gnoll Pack Leader armored (AC 15, HD 6, #At 1 weapon, Dam 2d4+2 or by weapon +3, Mv 30', Sv F6, Ml 12)","Gnoll Pack Leader armored: AC 15, HD 6, #At 1 weapon, Dam 2d4+2 or by weapon +3, Mv 30', Sv F6, Ml 12","Gnoll: AC 15, HD 6, #At 1 weapon, Dam 2d4+2 or by weapon +3, Mv 30', Sv F6, Ml 12, XP 500, #Ap 1 per lair of 12+"
9,HUMANOID,Gnoll Pack Leader unarmored,Gnoll,13,Lesser types in pack never check morale when leader is alive.,6,6,1 weapon,2d4+2 or by weapon +3,40',1 per lair of 12+,F6,12,See Gnoll,500,Rulebook,"Gnoll Pack Leader unarmored (AC 13, HD 6, #At 1 weapon, Dam 2d4+2 or by weapon +3, Mv 40', Sv F6, Ml 12)","Gnoll Pack Leader unarmored: AC 13, HD 6, #At 1 weapon, Dam 2d4+2 or by weapon +3, Mv 40', Sv F6, Ml 12","Gnoll Pack Leader unarmored (AC 13, HD 6, #At 1 weapon, Dam 2d4+2 or by weapon +3, Mv 40', Sv F6, Ml 12)","Gnoll Pack Leader unarmored: AC 13, HD 6, #At 1 weapon, Dam 2d4+2 or by weapon +3, Mv 40', Sv F6, Ml 12","Gnoll: AC 13, HD 6, #At 1 weapon, Dam 2d4+2 or by weapon +3, Mv 40', Sv F6, Ml 12, XP 500, #Ap 1 per lair of 12+"
9,HUMANOID,Gnome civilian,Gnome,11,,1-1,0,1,1d6 or by weapon,40',3 per 1 HD warrior in lair,F1 (+Dwarf bonuses),7,See Gnome,10,Rulebook,"Gnome civilian (AC 11, HD 1-1, #At 1, Dam 1d6 or by weapon, Mv 40', Sv F1 (+Dwarf bonuses), Ml 7)","Gnome civilian: AC 11, HD 1-1, #At 1, Dam 1d6 or by weapon, Mv 40', Sv F1 (+Dwarf bonuses), Ml 7","Gnome civilian (AC 11, HD 1-1, #At 1, Dam 1d6 or by weapon, Mv 40', Sv F1 (+Dwarf bonuses), Ml 7)","Gnome civilian: AC 11, HD 1-1, #At 1, Dam 1d6 or by weapon, Mv 40', Sv F1 (+Dwarf bonuses), Ml 7","Gnome: AC 11, HD 1-1, #At 1, Dam 1d6 or by weapon, Mv 40', Sv F1 (+Dwarf bonuses), Ml 7, XP 10, #Ap 3 per 1 HD warrior in lair"
9,HUMANOID,Gnome,Gnome,15 (11),,1,1,1,1d6 or by weapon,20' Unarmored 40',1d8 Wild/Lair 5d8,F1 (+Dwarf bonuses),8,D,25,Rulebook,"Gnome (AC 15 (11), HD 1, #At 1, Dam 1d6 or by weapon, Mv 20' Unarmored 40', Sv F1 (+Dwarf bonuses), Ml 8)","Gnome: AC 15 (11), HD 1, #At 1, Dam 1d6 or by weapon, Mv 20' Unarmored 40', Sv F1 (+Dwarf bonuses), Ml 8","Gnome (AC 15 (11), HD 1, #At 1, Dam 1d6 or by weapon, Mv 20' Unarmored 40', Sv F1 (+Dwarf bonuses), Ml 8)","Gnome: AC 15 (11), HD 1, #At 1, Dam 1d6 or by weapon, Mv 20' Unarmored 40', Sv F1 (+Dwarf bonuses), Ml 8","Gnome: AC 15 (11), HD 1, #At 1, Dam 1d6 or by weapon, Mv 20' Unarmored 40', Sv F1 (+Dwarf bonuses), Ml 8, XP 25, #Ap 1d8 Wild/Lair 5d8"
9,HUMANOID,Gnome armored,Gnome,15,,1,1,1,1d6 or by weapon,20',1d8 Wild/Lair 5d8,F1 (+Dwarf bonuses),8,See Gnome,25,Rulebook,"Gnome armored (AC 15, HD 1, #At 1, Dam 1d6 or by weapon, Mv 20', Sv F1 (+Dwarf bonuses), Ml 8)","Gnome armored: AC 15, HD 1, #At 1, Dam 1d6 or by weapon, Mv 20', Sv F1 (+Dwarf bonuses), Ml 8","Gnome armored (AC 15, HD 1, #At 1, Dam 1d6 or by weapon, Mv 20', Sv F1 (+Dwarf bonuses), Ml 8)","Gnome armored: AC 15, HD 1, #At 1, Dam 1d6 or by weapon, Mv 20', Sv F1 (+Dwarf bonuses), Ml 8","Gnome: AC 15, HD 1, #At 1, Dam 1d6 or by weapon, Mv 20', Sv F1 (+Dwarf bonuses), Ml 8, XP 25, #Ap 1d8 Wild/Lair 5d8"
